OrderNumber,OrderDate,Channel,Order Quantity,Unit Price,Line Total,Unit Cost,Product Name,Product Sales,District,SubDistrict,Total Unit Cost,District Sales,SubDistrict Sales,SchoolCustomer,centroid_lat,centroid_long,rentabel,Category,Warehouse Name
SO - 0006664,2016-07-18,Wholesale,6,723.6,4341.6,586.116,Product 2,22913892.8,НАО,Рязановское,3516.696,12542091.8,835074.6,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.23,Household materials,Запад
SO - 0002779,2015-04-13,Wholesale,5,2264.6,11323.0,1585.22,Product 11,20621809.4,НАО,Марушкинское,7926.1,12542091.8,1396313.5,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.43,Household materials,Север
SO - 0002004,2015-01-07,Wholesale,8,917.9,7343.2,596.635,Product 7,25715986.9,НАО,Марушкинское,4773.08,12542091.8,1396313.5,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.54,IT technology,Запад
SO - 000999,2014-09-14,Export,9,1876.0,16884.0,900.48,Product 2,22913892.8,НАО,"""Мосрентген""",8104.32,12542091.8,866162.6,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.08,Household materials,Север
SO - 0006113,2016-05-16,Wholesale,5,2633.1,13165.5,1606.191,Product 1,25571548.3,НАО,Кокошкино,8030.955,12542091.8,897639.2,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.64,Printed products,Запад
SO - 000448,2014-07-13,Distributor,10,1112.2,11122.0,778.54,Product 11,20621809.4,НАО,Кокошкино,7785.4,12542091.8,897639.2,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.43,Household materials,Север
SO - 0002020,2015-01-09,Wholesale,11,2572.8,28300.8,1852.416,Product 13,11774660.4,НАО,Филимонковское,20376.576,12542091.8,1232806.7,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.39,Printed products,Запад
SO - 0003175,2015-05-27,Export,12,2284.7,27416.4,1804.913,Product 2,22913892.8,НАО,Филимонковское,21658.956,12542091.8,1232806.7,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.27,Household materials,Север
SO - 0002324,2015-02-13,Export,9,1165.8,10492.2,559.584,Product 7,25715986.9,НАО,Сосенское,5036.255999999999,12542091.8,1320925.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.08,IT technology,Север
SO - 0001539,2014-11-19,Distributor,8,6097.0,48776.0,3048.5,Product 2,22913892.8,ЦАО,Замоскворечье,24388.0,12422885.4,1432647.6,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.0,Household materials,Восток
SO - 0006930,2016-08-18,Distributor,7,2592.9,18150.3,1089.018,Product 13,11774660.4,ЗАО,Внуково,7623.126,12577179.7,1236726.2,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.38,Printed products,Север
SO - 000864,2014-08-28,Export,6,2345.0,14070.0,1242.85,Product 1,25571548.3,ЗАО,Кунцево,7457.099999999999,12577179.7,1168098.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.89,Printed products,Восток
SO - 0007279,2016-09-28,Wholesale,6,201.0,1206.0,104.52,Product 14,3144263.1,ЗАО,Очаково-Матвеевское,627.12,12577179.7,1242367.6,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.92,Printed products,Север
SO - 0003105,2015-05-20,Wholesale,10,5038.4,50384.0,2267.28,Product 7,25715986.9,ЗАО,Тропарёво-Никулино,22672.800000000003,12577179.7,840762.9,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.22,IT technology,Север
SO - 0001502,2014-11-15,Wholesale,6,1721.9,10331.4,947.045,Product 5,17047098.1,ЗАО,Можайский,5682.2699999999995,12577179.7,979332.3,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.82,Household materials,Юг
SO - 0007360,2016-10-07,Wholesale,11,2773.8,30511.8,1414.638,Product 9,9261644.49999999,ЗАО,Раменки,15561.018,12577179.7,900593.9,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,0.96,Household materials,Запад
SO - 000925,2014-09-05,Wholesale,6,2579.5,15477.0,1134.98,Product 11,20621809.4,ЗАО,Проспект Вернадского,6809.88,12577179.7,632768.1,ГБОУ школа № 1529 имени А.С. Грибоедова,55.74523912427644,37.59263830790655,1.27,Household materials,Север
SO - 0005876,2016-04-16,Distributor,11,3953.0,43483.0,2767.1,Product 1,25571548.3,СВАО,Лосиноостровский,30438.1,12956171.9,610148.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.43,Printed products,Запад
SO - 000789,2014-08-19,Wholesale,9,3939.6,35456.4,2127.384,Product 2,22913892.8,СВАО,Останкинский,19146.456,12956171.9,885565.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.85,Household materials,Север
SO - 000123,2014-06-03,Distributor,6,3979.8,23878.8,3064.446,Product 13,11774660.4,ЮВАО,Выхино-Жулебино,18386.676,12250166.1,1213189.1,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.3,Printed products,Север
SO - 0007079,2016-09-05,Wholesale,11,2847.5,31322.5,2363.425,Product 13,11774660.4,ЮВАО,Нижегородский,25997.675000000003,12250166.1,1266614.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.2,Printed products,Север
SO - 0002279,2015-02-08,Wholesale,9,5601.2,50410.8,3080.66,Product 7,25715986.9,САО,Левобережный,27725.94,13554026.3,905632.3,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.82,IT technology,Север
SO - 0002648,2015-03-28,Wholesale,11,2586.2,28448.2,1293.1,Product 1,25571548.3,САО,Молжаниновский,14224.099999999999,13554026.3,1207266.3,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.0,Printed products,Запад
SO - 000215,2014-06-15,Distributor,5,2546.0,12730.0,1909.5,Product 7,25715986.9,САО,Сокол,9547.5,13554026.3,767210.3,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.33,IT technology,Север
SO - 0001922,2014-12-31,Wholesale,6,221.1,1326.6,159.192,Product 11,20621809.4,ТАО,Роговское,955.152,14357061.5,1622096.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.39,Household materials,Север
SO - 0008095,2017-01-01,Wholesale,7,234.5,1641.5,121.94,Product 10,3115647.4,ТАО,Роговское,853.5799999999999,14357061.5,1622096.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.92,Printed products,Юг
SO - 000826,2014-08-23,Export,12,1025.1,12301.2,768.825,Product 11,20621809.4,ТАО,Роговское,9225.900000000001,14357061.5,1622096.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.33,Household materials,Север
SO - 0001951,2015-01-02,Wholesale,10,6197.5,61975.0,3594.55,Product 6,3341216.3,ТАО,Михайлово-Ярцевское,35945.5,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.72,Household materials,Север
SO - 0003050,2015-05-12,Wholesale,10,227.8,2278.0,123.012,Product 9,9261644.49999999,ТАО,Михайлово-Ярцевское,1230.12,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.85,Household materials,Запад
SO - 0002580,2015-03-19,Wholesale,7,1132.3,7926.1,554.827,Product 13,11774660.4,ТАО,Михайлово-Ярцевское,3883.7889999999998,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.04,Printed products,Запад
SO - 0006564,2016-07-07,Wholesale,7,2626.4,18384.8,1339.464,Product 7,25715986.9,ТАО,Михайлово-Ярцевское,9376.248,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.96,IT technology,Восток
SO - 0001775,2014-12-17,Wholesale,6,1159.1,6954.6,753.415,Product 9,9261644.49999999,ТАО,Михайлово-Ярцевское,4520.49,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.54,Household materials,Юг
SO - 0007939,2016-12-14,Distributor,5,1118.9,5594.5,447.56,Product 1,25571548.3,ТАО,Михайлово-Ярцевское,2237.8,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.5,Printed products,Юг
SO - 0006001,2016-04-30,Distributor,10,1889.4,18894.0,1549.308,Product 3,3066281.8,ТАО,Михайлово-Ярцевское,15493.08,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.22,IT technology,Восток
SO - 000683,2014-08-08,Distributor,6,1038.5,6231.0,706.18,Product 5,17047098.1,ТАО,Михайлово-Ярцевское,4237.08,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.47,Household materials,Восток
SO - 0006333,2016-06-08,Distributor,11,207.7,2284.7,103.85,Product 2,22913892.8,ТАО,Михайлово-Ярцевское,1142.35,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.0,Household materials,Запад
SO - 0004485,2015-11-05,Distributor,5,850.9,4254.5,357.378,Product 11,20621809.4,ТАО,Михайлово-Ярцевское,1786.8899999999999,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.38,Household materials,Север
SO - 000819,2014-08-23,Export,9,6445.4,58008.6,3544.97,Product 4,2857288.7,ТАО,Михайлово-Ярцевское,31904.73,14357061.5,1396266.6,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.82,Printed products,Восток
SO - 0001830,2014-12-23,Wholesale,11,6143.9,67582.9,4362.169,Product 13,11774660.4,ТАО,Троицк,47983.859,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.41,Printed products,Север
SO - 000259,2014-06-19,Wholesale,11,2231.1,24542.1,1784.88,Product 9,9261644.49999999,ТАО,Троицк,19633.68,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.25,Household materials,Север
SO - 0002031,2015-01-10,Wholesale,11,5299.7,58296.7,4186.763,Product 3,3066281.8,ТАО,Троицк,46054.393,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.27,IT technology,Север
SO - 000743,2014-08-14,Wholesale,7,3845.8,26920.6,2730.518,Product 1,25571548.3,ТАО,Троицк,19113.626,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.41,Printed products,Запад
SO - 0003127,2015-05-22,Wholesale,5,4006.6,20033.0,2444.026,Product 1,25571548.3,ТАО,Троицк,12220.13,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.64,Printed products,Запад
SO - 0007685,2016-11-13,Distributor,8,1078.7,8629.6,798.238,Product 4,2857288.7,ТАО,Троицк,6385.904,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.35,Printed products,Запад
SO - 0001157,2014-10-02,Export,12,2237.8,26853.6,1118.9,Product 7,25715986.9,ТАО,Троицк,13426.800000000001,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.0,IT technology,Север
SO - 0001135,2014-09-29,Export,6,2646.5,15879.0,1217.39,Product 7,25715986.9,ТАО,Троицк,7304.34,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.17,IT technology,Запад
SO - 0003311,2015-06-11,Export,9,1976.5,17788.5,1264.96,Product 5,17047098.1,ТАО,Троицк,11384.64,14357061.5,1793080.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.56,Household materials,Юг
SO - 0002948,2015-05-02,Wholesale,8,3966.4,31731.2,2657.488,Product 2,22913892.8,ТАО,Щаповское,21259.904,14357061.5,1786983.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.49,Household materials,Север
SO - 000995,2014-09-13,Wholesale,7,1098.8,7691.6,604.34,Product 5,17047098.1,ТАО,Щаповское,4230.38,14357061.5,1786983.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.82,Household materials,Север
SO - 0004033,2015-09-10,Wholesale,9,1105.5,9949.5,652.245,Product 1,25571548.3,ТАО,Щаповское,5870.205,14357061.5,1786983.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.69,Printed products,Восток
SO - 0002884,2015-04-25,Distributor,6,1092.1,6552.6,611.576,Product 3,3066281.8,ТАО,Щаповское,3669.456,14357061.5,1786983.8,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.79,IT technology,Запад
SO - 0005538,2016-03-05,Wholesale,12,1051.9,12622.8,525.95,Product 3,3066281.8,ТАО,Вороновское,6311.400000000001,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.0,IT technology,Север
SO - 0007113,2016-09-09,Wholesale,9,991.6,8924.4,763.532,Product 11,20621809.4,ТАО,Вороновское,6871.7880000000005,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.3,Household materials,Запад
SO - 0002539,2015-03-14,Wholesale,10,1112.2,11122.0,867.516,Product 12,3109289.1,ТАО,Вороновское,8675.16,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.28,Printed products,Восток
SO - 0001003,2014-09-14,Distributor,5,6512.4,32562.0,5144.796,Product 2,22913892.8,ТАО,Вороновское,25723.980000000003,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.27,Household materials,Запад
SO - 0003785,2015-08-09,Distributor,12,1815.7,21788.4,1143.891,Product 2,22913892.8,ТАО,Вороновское,13726.692000000001,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.59,Household materials,Запад
SO - 0002651,2015-03-28,Distributor,12,3832.4,45988.8,2835.976,Product 12,3109289.1,ТАО,Вороновское,34031.712,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.35,Printed products,Север
SO - 0004733,2015-12-04,Export,12,1728.6,20743.2,1382.88,Product 6,3341216.3,ТАО,Вороновское,16594.56,14357061.5,1235486.7,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.25,Household materials,Север
SO - 0003181,2015-05-28,Wholesale,7,2251.2,15758.4,1710.912,Product 11,20621809.4,ТАО,Первомайское,11976.384,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.32,Household materials,Север
SO - 0004267,2015-10-08,Wholesale,9,1701.8,15316.2,1123.188,Product 13,11774660.4,ТАО,Первомайское,10108.692000000001,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.52,Printed products,Север
SO - 0007048,2016-09-01,Wholesale,9,3926.2,35335.8,1688.266,Product 9,9261644.49999999,ТАО,Первомайское,15194.394,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.33,Household materials,Запад
SO - 0002903,2015-04-27,Wholesale,9,2425.4,21828.6,1115.684,Product 1,25571548.3,ТАО,Первомайское,10041.155999999999,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.17,Printed products,Восток
SO - 0001712,2014-12-10,Distributor,6,5038.4,30230.4,2972.656,Product 1,25571548.3,ТАО,Первомайское,17835.936,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.69,Printed products,Юг
SO - 000143,2014-06-05,Distributor,9,2452.2,22069.8,1446.798,Product 12,3109289.1,ТАО,Первомайское,13021.182,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.69,Printed products,Запад
SO - 0006669,2016-07-18,Distributor,9,790.6,7115.4,347.864,Product 4,2857288.7,ТАО,Первомайское,3130.776,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,1.27,Printed products,Север
SO - 0005893,2016-04-18,Export,11,1782.2,19604.2,1514.87,Product 13,11774660.4,ТАО,Первомайское,16663.57,14357061.5,1685833.9,ГБОУ школа № 1242,55.58479512662615,37.64306404614305,0.18,Printed products,Север
